,timestamp,GPU 0
2782,1761709758.79048,188.868
2783,1761709773.7905924,802.989
2784,1761709788.7907867,810.582
2785,1761709803.7907963,813.05
2786,1761709818.7910843,192.558
2787,1761709833.7910838,189.1
2788,1761709848.7910237,740.978
2789,1761709863.79104,754.215
2790,1761709878.7906978,757.164
2791,1761709893.7908032,756.702
2792,1761709908.7905462,742.521
2793,1761709923.7906682,757.599
2794,1761709938.791575,788.234
2795,1761709953.7905765,740.259
2796,1761709968.7912354,765.42
2797,1761709983.7905443,776.474
2798,1761709998.7908716,755.262
2799,1761710013.7911835,749.977
2800,1761710028.7914388,758.821
2801,1761710043.7913935,766.71
2802,1761710058.7916086,737.561
2803,1761710073.791368,758.383
2804,1761710088.790762,764.759
2805,1761710103.7910092,744.682
2806,1761710118.7909982,737.901
2807,1761710133.791042,763.205
2808,1761710148.7910075,764.037
2809,1761710163.7912176,722.285
2810,1761710178.7910552,763.672
2811,1761710193.7912974,772.708
2812,1761710208.791489,749.279
2813,1761710223.7907045,752.004
2814,1761710238.7909682,762.976
2815,1761710253.7907932,771.207
2816,1761710268.7907596,727.281
2817,1761710283.7904549,763.572
2818,1761710298.791065,776.968
2819,1761710313.7910042,742.601
2820,1761710328.7908113,752.827
