,timestamp,GPU 0,GPU 1,GPU 2,GPU 3,GPU 4,GPU 5,GPU 6,GPU 7
33,1721412549.019766,643.27,632.79,648.08,634.43,656.03,639.74,657.54,643.26
34,1721412579.426304,637.65,636.74,656.92,636.51,657.42,656.05,646.62,643.76
35,1721412639.430274,640.7,636.75,648.08,634.01,658.29,650.14,646.86,650.59
36,1721412669.432476,636.41,626.16,642.88,638.16,660.03,643.02,649.17,635.17
37,1721412699.43421,630.06,632.6,646.16,631.05,646.85,651.48,636.26,640.41
38,1721412729.513713,635.47,633.26,648.0,625.23,650.16,646.92,641.47,640.5
39,1721412789.534614,634.96,634.74,648.07,634.37,652.96,640.82,650.03,636.15
40,1721412819.600134,646.06,639.64,645.51,637.45,656.78,648.52,645.82,638.83
41,1721412849.801555,647.4,638.8,652.26,639.56,661.2,651.48,657.69,639.59
42,1721412909.818108,650.32,645.03,654.55,637.01,664.73,662.04,646.35,638.82
43,1721412939.824945,639.53,633.95,646.12,631.01,655.75,645.35,653.63,634.73
44,1721412969.979044,634.16,633.22,646.3,626.01,649.67,650.28,640.94,638.77
45,1721413029.990223,641.56,637.2,652.4,635.76,655.93,652.48,644.12,635.53
46,1721413059.993878,637.67,632.34,647.6,633.67,656.51,650.52,654.68,639.65
47,1721413089.99567,644.8,638.96,651.44,638.09,659.96,649.71,648.45,639.35
48,1721413150.000007,635.41,628.28,647.4,627.91,653.87,639.54,649.79,637.49
49,1721413180.001783,639.5,630.12,647.49,634.25,657.34,649.87,649.39,632.4
50,1721413210.004122,634.64,628.21,651.5,631.31,651.39,653.14,647.3,639.35
51,1721413270.54916,640.12,632.02,649.09,635.97,657.85,642.74,651.18,640.64
