,timestamp,GPU 0,GPU 1,GPU 2,GPU 3,GPU 4,GPU 5,GPU 6,GPU 7
17802,1719489770.591841,595.17,582.81,591.05,566.51,589.6,579.99,586.01,565.65
17803,1719489800.593327,594.79,591.51,587.98,573.24,586.11,586.99,589.77,573.53
17804,1719489830.594827,549.84,558.93,551.71,549.76,548.88,553.93,553.12,545.04
17805,1719489860.5963,118.28,128.93,122.5,119.37,118.64,117.72,120.74,118.16
17806,1719489890.597744,302.84,304.82,298.41,297.26,305.19,295.82,299.64,297.97
17807,1719489920.599279,602.21,589.53,585.5,584.77,587.59,585.61,590.11,586.25
17808,1719489950.60074,579.13,581.68,580.16,577.01,576.85,580.01,575.32,577.77
17809,1719489980.607243,598.45,588.46,591.01,584.9,592.79,590.11,587.6,586.07
17810,1719490010.608875,584.14,585.56,578.83,568.03,581.6,578.99,581.38,581.06
17811,1719490040.610337,588.57,609.35,600.19,593.67,593.21,601.79,590.65,585.9
17812,1719490070.611792,595.05,582.33,591.09,571.24,586.18,580.7,590.75,573.33
17813,1719490100.613231,593.06,586.18,586.26,584.95,585.72,575.95,592.67,580.78
17814,1719490130.614681,586.11,602.66,592.03,591.79,586.25,599.85,581.61,591.17
17815,1719490160.616166,581.24,578.73,573.54,570.24,573.02,572.68,575.44,567.49
17816,1719490190.617642,591.74,593.87,589.69,594.23,584.44,588.01,579.5,589.94
17817,1719490220.619099,595.0,606.14,594.08,597.16,585.93,596.68,589.18,588.92
17818,1719490250.620535,590.65,589.13,582.68,579.35,585.45,584.21,583.62,575.11
17819,1719490280.623636,587.04,612.19,590.0,599.51,582.02,597.67,581.69,596.86
17820,1719490340.631433,599.28,600.02,593.17,576.68,594.82,587.77,595.74,574.53
17821,1719490370.632887,581.05,570.64,563.09,570.26,572.61,561.84,581.63,579.8
17822,1719490400.634368,592.82,608.15,597.29,575.84,575.76,598.71,578.34,578.8
17823,1719490430.6359,574.99,591.35,585.6,577.19,576.72,588.11,579.2,574.68
17824,1719490460.637389,575.53,596.07,597.27,583.52,575.18,587.59,582.61,585.0
17825,1719490490.638845,596.85,593.93,579.39,594.38,586.64,577.56,581.66,595.65
17826,1719490520.640394,603.97,578.06,584.83,576.27,596.0,577.66,592.99,592.4
17827,1719490550.641934,458.0,461.87,452.9,458.21,447.01,449.42,450.58,465.25
17828,1719490580.643459,117.09,127.38,121.15,118.78,117.56,116.65,120.01,116.89
17829,1719490610.644938,168.04,183.46,172.72,175.76,167.71,169.01,167.23,173.47
17830,1719490640.646371,257.77,254.22,254.68,248.99,257.52,250.19,256.11,245.11
17831,1719490670.647842,503.8,501.48,493.69,491.47,502.14,495.97,499.48,487.22
17832,1719490700.649321,595.94,590.92,592.02,587.34,586.09,583.14,584.91,583.12
17833,1719490730.650843,588.11,593.15,587.07,588.49,583.8,582.22,576.13,588.89
17834,1719490760.652356,586.82,590.98,583.11,585.41,586.81,584.25,587.6,584.12
17835,1719490790.653867,600.8,585.82,582.54,582.38,593.96,587.0,594.3,578.93
17836,1719490820.655498,609.76,591.08,586.93,594.33,597.89,581.61,600.16,594.67
17837,1719490850.65697,583.25,589.07,587.2,577.28,581.54,581.11,580.11,574.32
17838,1719490880.658439,573.14,606.43,598.42,573.2,569.03,596.61,572.61,572.32
17839,1719490910.659963,586.89,591.53,586.53,593.93,570.74,586.9,573.8,589.98
17840,1719490940.661436,584.65,603.07,600.78,599.96,578.08,594.9,584.62,598.24
17841,1719490970.662904,579.03,591.47,579.44,578.43,569.6,584.96,572.82,578.19
17842,1719491000.664352,592.14,585.79,586.97,602.61,582.74,584.98,586.3,598.37
17843,1719491030.688565,590.05,591.24,582.85,579.62,579.76,570.77,573.73,579.07
17844,1719491060.689983,596.84,587.04,589.37,568.67,584.53,581.07,588.95,575.85
17845,1719491090.691418,589.45,585.4,591.15,576.5,578.2,590.28,585.52,580.24
17846,1719491120.692892,584.38,570.67,576.02,569.25,581.48,570.39,585.73,576.73
17847,1719491180.695563,586.53,601.8,588.31,594.02,586.19,599.51,578.79,596.88
17848,1719491210.697082,605.44,599.67,599.13,600.12,599.6,595.31,601.46,586.68
17849,1719491240.698575,578.51,600.2,592.83,588.73,572.57,600.4,569.73,591.56
17850,1719491270.700068,592.83,592.79,595.25,581.08,579.47,587.61,581.19,579.47
17851,1719491300.701684,588.96,595.09,580.36,579.1,583.13,581.05,586.8,578.8
17852,1719491330.703244,296.73,295.41,300.73,287.77,289.74,289.52,289.99,282.57
17853,1719491360.704736,116.35,125.8,119.77,117.86,116.67,115.41,118.65,115.88
17854,1719491390.706207,556.23,559.25,554.92,553.95,547.8,551.82,546.95,562.8
17855,1719491420.707681,590.35,584.02,574.22,583.34,586.42,580.82,590.56,589.07
17856,1719491450.70911,597.3,586.44,580.87,575.34,594.75,578.48,594.21,585.23
17857,1719491480.710574,587.83,594.59,591.78,585.42,590.46,582.39,585.33,589.54
17858,1719491510.712029,602.37,582.65,585.7,595.2,599.86,576.51,592.46,599.59
17859,1719491540.71348,575.68,596.02,589.4,587.31,575.4,586.11,577.31,594.63
17860,1719491570.714931,611.44,601.53,599.57,584.52,610.75,592.81,613.24,598.58
17861,1719491600.716426,582.48,602.11,601.83,587.15,589.99,597.85,581.31,578.35
17862,1719491630.717965,571.83,591.15,583.57,576.4,569.57,587.48,576.55,573.21
17863,1719491660.719408,590.92,597.6,588.49,600.0,591.19,589.88,587.94,603.09
17864,1719491690.720869,589.13,594.95,593.86,581.86,587.42,590.53,591.66,580.14
17865,1719491720.722326,583.5,597.77,601.38,593.84,578.97,597.83,593.68,593.19
17866,1719491750.723772,592.42,565.44,563.55,562.95,584.38,560.37,583.42,570.54
17867,1719491780.725245,590.72,611.39,611.11,596.01,588.77,605.68,586.76,578.93
17868,1719491810.72675,594.13,608.91,610.54,601.23,587.66,605.41,586.4,592.07
17869,1719491840.728239,600.83,586.77,586.07,594.2,590.83,579.89,597.83,587.88
17870,1719491870.729696,606.61,596.33,598.22,583.23,598.72,583.0,595.54,590.59
17871,1719491900.731152,586.36,601.84,598.57,586.94,574.23,596.1,576.84,578.34
17872,1719491960.733917,584.26,603.69,598.57,584.63,580.89,593.4,577.58,589.66
17873,1719491990.735395,595.05,587.61,580.1,578.18,599.0,588.6,592.29,586.65
17874,1719492020.736917,596.87,601.11,598.04,592.83,598.39,582.06,591.69,585.86
17875,1719492050.738419,170.96,183.35,179.69,171.57,171.14,170.75,175.0,172.12
17876,1719492080.739881,141.97,149.79,144.77,142.86,140.14,140.1,142.94,138.96
17877,1719492110.741345,192.1,197.98,194.73,188.31,194.52,188.77,192.98,185.78
17878,1719492140.742804,344.06,349.72,348.9,335.04,340.49,338.96,341.94,336.26
17879,1719492170.748186,611.53,591.9,592.95,584.43,596.16,589.51,595.53,592.46
17880,1719492200.749689,582.69,587.18,586.21,571.75,567.73,583.56,572.93,567.94
17881,1719492230.751233,591.32,595.56,588.73,584.65,582.98,583.05,581.36,582.39
17882,1719492260.752738,607.81,596.91,595.23,593.94,601.93,584.88,609.65,597.68
17883,1719492290.754222,590.87,600.88,592.02,596.54,590.36,599.07,587.07,601.76
17884,1719492320.75572,576.64,577.87,578.23,572.29,567.99,573.77,569.47,575.96
17885,1719492350.75718,594.83,582.79,582.72,581.71,586.17,574.99,590.34,585.7
17886,1719492380.758674,585.92,593.27,583.22,591.9,571.94,586.74,579.15,592.7
17887,1719492410.760126,562.91,568.49,565.64,560.81,560.35,559.86,554.8,553.22
17888,1719492440.795484,589.39,596.15,587.06,596.61,578.19,589.04,587.97,591.76
17889,1719492470.796949,585.68,578.14,578.76,569.1,575.63,576.54,573.38,566.43
17890,1719492500.798436,590.14,582.92,575.62,583.27,583.17,584.09,580.3,584.41
17891,1719492530.799941,589.48,581.89,576.21,584.04,578.63,577.15,585.82,585.84
17892,1719492560.801391,592.44,598.95,588.44,597.04,577.68,590.23,586.31,596.01
17893,1719492590.802905,584.68,600.03,587.53,566.63,577.62,580.18,572.65,561.56
17894,1719492620.804348,587.94,589.83,590.74,584.72,587.27,587.11,566.87,578.82
17895,1719492650.805958,604.71,595.96,596.89,589.69,593.04,584.12,585.13,586.87
17896,1719492680.807454,590.77,589.96,592.19,591.84,594.38,586.45,598.85,593.22
17897,1719492740.810374,592.0,592.45,586.17,585.52,583.7,587.03,574.25,583.41
17898,1719492770.811908,582.86,594.65,594.53,588.73,579.77,593.27,583.39,596.19
17899,1719492800.813484,444.02,455.97,454.25,450.43,438.01,446.02,448.51,455.43
17900,1719492830.815016,117.78,127.53,121.38,119.08,118.23,116.98,119.82,117.75
17901,1719492860.816597,436.05,440.8,436.52,426.98,429.99,428.06,432.17,421.93
17902,1719492890.818199,586.0,589.5,587.95,588.42,584.26,590.77,592.0,592.11
17903,1719492920.819689,567.24,566.6,563.37,562.48,556.07,563.92,567.97,571.23
17904,1719492950.821258,591.57,595.61,596.89,588.25,584.96,590.07,578.47,584.49
17905,1719492980.822766,599.15,604.81,602.03,596.5,596.57,596.44,589.65,595.03
17906,1719493010.824278,583.24,598.8,598.05,585.56,578.72,593.34,576.43,579.26
17907,1719493040.825804,581.03,583.14,578.84,566.62,580.06,570.25,573.88,569.09
17908,1719493070.8273,586.02,596.84,596.39,595.27,586.68,593.7,592.82,605.68
17909,1719493100.82876,570.29,575.34,574.88,572.61,555.43,576.42,560.8,569.53
